LOST (Timeout),,
1,0.054,1000
2,0.057,1000
LOST (Timeout),,
LOST (Timeout),,
5,0.038,1000
6,0.038,1000
7,0.041,1000
8,0.041,1000
9,0.035,1000
10,0.036,1000
11,0.037,1000
12,0.043,1000
13,0.039,1000
LOST (Timeout),,
15,0.041,1000
16,0.039,1000
17,0.040,1000
18,0.041,1000
19,0.039,1000
20,0.039,1000
21,0.028,1000
22,0.039,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
26,0.042,1000
LOST (Timeout),,
28,0.040,1000
29,0.038,1000
30,0.045,1000
31,0.051,1000
32,0.042,1000
33,0.045,1000
34,0.040,1000
35,0.038,1000
LOST (Timeout),,
37,0.042,1000
38,0.043,1000
LOST (Timeout),,
LOST (Timeout),,
41,0.028,1000
42,0.057,1000
43,0.043,1000
44,0.042,1000
LOST (Timeout),,
46,0.044,1000
47,0.042,1000
48,0.041,1000
LOST (Timeout),,
50,0.038,1000
51,0.039,1000
52,0.024,1000
53,0.039,1000
54,0.044,1000
55,0.039,1000
56,0.044,1000
57,0.040,1000
LOST (Timeout),,
59,0.037,1000
LOST (Timeout),,
61,0.036,1000
62,0.040,1000
63,0.044,1000
64,0.042,1000
65,0.020,1000
66,0.030,1000
67,0.039,1000
68,0.038,1000
69,0.038,1000
70,0.042,1000
71,0.043,1000
LOST (Timeout),,
73,0.036,1000
74,0.027,1000
75,0.038,1000
76,0.059,1000
77,0.043,1000
78,0.047,1000
79,0.036,1000
80,0.038,1000
81,0.041,1000
82,0.042,1000
83,0.039,1000
84,0.036,1000
85,0.034,1000
86,0.039,1000
87,0.041,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
92,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
95,0.037,1000
96,0.043,1000
97,0.031,1000
98,0.035,1000
LOST (Timeout),,
100,0.039,1000
101,0.044,1000
LOST (Timeout),,
103,0.043,1000
104,0.036,1000
105,0.039,1000
LOST (Timeout),,
LOST (Timeout),,
108,0.039,1000
109,0.033,1000
110,0.029,1000
111,0.042,1000
112,0.037,1000
LOST (Timeout),,
114,0.047,1000
115,0.054,1000
116,0.038,1000
117,0.042,1000
118,0.038,1000
119,0.036,1000
120,0.040,1000
121,0.036,1000
122,0.044,1000
LOST (Timeout),,
124,0.037,1000
125,0.037,1000
126,0.037,1000
127,0.041,1000
128,0.036,1000
129,0.019,1000
130,0.036,1000
131,0.091,1000
LOST (Timeout),,
133,0.040,1000
134,0.037,1000
135,0.036,1000
136,0.048,1000
137,0.042,1000
138,0.033,1000
139,0.035,1000
140,0.019,1000
141,0.036,1000
142,0.027,1000
143,0.025,1000
LOST (Timeout),,
145,0.036,1000
146,0.039,1000
LOST (Timeout),,
148,0.038,1000
149,0.036,1000
150,0.036,1000
LOST (Timeout),,
152,0.043,1000
153,0.044,1000
154,0.096,1000
155,0.037,1000
156,0.036,1000
157,0.075,1000
LOST (Timeout),,
159,0.035,1000
160,0.047,1000
LOST (Timeout),,
162,0.805,1000
163,0.021,1000
164,0.041,1000
165,0.038,1000
LOST (Timeout),,
LOST (Timeout),,
168,0.050,1000
169,0.032,1000
170,0.024,1000
171,0.032,1000
172,0.041,1000
173,0.049,1000
174,0.035,1000
175,0.031,1000
LOST (Timeout),,
177,0.043,1000
178,0.047,1000
LOST (Timeout),,
180,0.034,1000
LOST (Timeout),,
182,0.043,1000
183,0.036,1000
184,0.097,1000
185,0.037,1000
186,0.045,1000
187,0.045,1000
188,0.039,1000
LOST (Timeout),,
190,0.025,1000
191,0.036,1000
192,0.041,1000
LOST (Timeout),,
194,0.045,1000
195,0.038,1000
LOST (Timeout),,
197,0.035,1000
198,0.041,1000
199,0.036,1000
200,0.035,1000
201,0.037,1000
LOST (Timeout),,
203,0.025,1000
LOST (Timeout),,
205,0.020,1000
206,0.036,1000
LOST (Timeout),,
208,0.038,1000
209,0.035,1000
210,0.037,1000
LOST (Timeout),,
212,0.038,1000
LOST (Timeout),,
214,0.036,1000
LOST (Timeout),,
216,0.036,1000
LOST (Timeout),,
218,0.026,1000
219,0.037,1000
LOST (Timeout),,
221,0.039,1000
222,0.042,1000
223,0.039,1000
224,0.036,1000
225,0.330,1000
226,0.025,1000
227,0.040,1000
228,0.038,1000
LOST (Timeout),,
230,0.042,1000
231,0.040,1000
232,0.043,1000
233,0.040,1000
LOST (Timeout),,
235,0.042,1000
236,0.026,1000
237,0.053,1000
238,0.038,1000
LOST (Timeout),,
LOST (Timeout),,
241,0.040,1000
242,0.039,1000
243,0.041,1000
244,0.046,1000
245,0.043,1000
LOST (Timeout),,
247,0.045,1000
248,0.038,1000
249,0.037,1000
250,0.038,1000
251,0.043,1000
252,0.028,1000
LOST (Timeout),,
254,0.037,1000
255,0.037,1000
256,0.035,1000
257,0.045,1000
258,0.037,1000
LOST (Timeout),,
LOST (Timeout),,
261,0.054,1000
262,0.043,1000
263,0.041,1000
LOST (Timeout),,
265,0.036,1000
266,0.037,1000
267,0.044,1000
268,0.025,1000
269,0.033,1000
LOST (Timeout),,
271,0.376,1000
272,0.024,1000
273,0.038,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
277,0.044,1000
278,0.039,1000
279,0.035,1000
280,0.035,1000
LOST (Timeout),,
282,0.050,1000
283,0.037,1000
284,0.048,1000
285,0.018,1000
LOST (Timeout),,
287,0.042,1000
LOST (Timeout),,
289,0.034,1000
290,0.038,1000
291,0.036,1000
292,0.046,1000
293,0.043,1000
294,0.035,1000
LOST (Timeout),,
296,0.040,1000
297,0.043,1000
298,0.034,1000
299,0.034,1000
300,0.035,1000
301,0.037,1000
302,0.021,1000
LOST (Timeout),,
LOST (Timeout),,
305,0.036,1000
306,0.034,1000
307,0.028,1000
308,0.038,1000
LOST (Timeout),,
310,0.034,1000
311,0.036,1000
312,0.043,1000
313,0.038,1000
314,0.036,1000
LOST (Timeout),,
316,0.035,1000
317,0.030,1000
318,0.038,1000
319,0.020,1000
LOST (Timeout),,
321,0.037,1000
322,0.042,1000
323,0.039,1000
324,0.036,1000
325,0.036,1000
326,0.038,1000
327,0.042,1000
328,0.040,1000
329,0.036,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
333,0.040,1000
334,0.044,1000
335,0.032,1000
LOST (Timeout),,
337,0.041,1000
338,0.039,1000
339,0.037,1000
LOST (Timeout),,
341,0.037,1000
342,0.043,1000
343,0.022,1000
344,0.043,1000
345,0.037,1000
346,0.037,1000
LOST (Timeout),,
348,0.041,1000
349,0.036,1000
350,0.042,1000
351,0.036,1000
352,0.026,1000
353,0.040,1000
LOST (Timeout),,
355,0.021,1000
356,0.043,1000
357,0.042,1000
LOST (Timeout),,
359,0.563,1000
LOST (Timeout),,
361,0.042,1000
362,0.028,1000
363,0.050,1000
364,0.034,1000
LOST (Timeout),,
366,0.038,1000
LOST (Timeout),,
368,0.023,1000
369,0.036,1000
LOST (Timeout),,
371,0.043,1000
372,0.024,1000
LOST (Timeout),,
374,0.043,1000
375,0.035,1000
376,0.039,1000
377,0.044,1000
LOST (Timeout),,
379,0.036,1000
380,0.033,1000
LOST (Timeout),,
LOST (Timeout),,
383,0.038,1000
384,0.036,1000
385,0.019,1000
386,0.038,1000
LOST (Timeout),,
388,0.041,1000
LOST (Timeout),,
LOST (Timeout),,
391,0.036,1000
LOST (Timeout),,
393,0.037,1000
394,0.035,1000
395,0.019,1000
396,0.022,1000
LOST (Timeout),,
398,0.044,1000
399,0.039,1000
400,0.022,1000
401,0.024,1000
402,0.043,1000
403,0.039,1000
404,0.035,1000
405,0.032,1000
406,0.660,1000
407,0.042,1000
408,0.023,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
412,0.044,1000
413,0.033,1000
414,0.035,1000
415,0.038,1000
416,0.037,1000
417,0.038,1000
418,0.037,1000
419,0.035,1000
420,0.034,1000
421,0.046,1000
422,0.028,1000
423,0.022,1000
424,0.038,1000
LOST (Timeout),,
426,0.039,1000
427,0.044,1000
428,0.042,1000
429,0.037,1000
430,0.038,1000
431,0.039,1000
432,0.038,1000
433,0.037,1000
434,0.035,1000
435,0.035,1000
436,0.038,1000
437,0.042,1000
438,0.036,1000
439,0.035,1000
440,0.041,1000
LOST (Timeout),,
442,0.040,1000
443,0.033,1000
444,0.034,1000
445,0.036,1000
446,0.039,1000
447,0.040,1000
448,0.039,1000
449,0.042,1000
450,0.020,1000
LOST (Timeout),,
452,0.494,1000
LOST (Timeout),,
454,0.040,1000
455,0.037,1000
LOST (Timeout),,
LOST (Timeout),,
458,0.020,1000
LOST (Timeout),,
460,0.039,1000
461,0.043,1000
462,0.042,1000
463,0.047,1000
464,0.055,1000
465,0.039,1000
LOST (Timeout),,
467,0.036,1000
468,0.035,1000
469,0.042,1000
470,0.039,1000
LOST (Timeout),,
472,0.042,1000
473,0.025,1000
LOST (Timeout),,
475,0.021,1000
476,0.038,1000
477,0.043,1000
478,0.031,1000
479,0.038,1000
480,0.033,1000
481,0.039,1000
482,0.042,1000
483,0.037,1000
484,0.045,1000
LOST (Timeout),,
486,0.039,1000
LOST (Timeout),,
488,0.038,1000
LOST (Timeout),,
490,0.018,1000
491,0.036,1000
LOST (Timeout),,
493,0.036,1000
494,0.039,1000
495,0.024,1000
LOST (Timeout),,
497,0.040,1000
498,0.033,1000
499,0.034,1000
500,0.038,1000
501,0.038,1000
502,0.038,1000
LOST (Timeout),,
504,0.036,1000
505,0.016,1000
506,0.039,1000
507,0.043,1000
LOST (Timeout),,
LOST (Timeout),,
510,0.020,1000
LOST (Timeout),,
512,0.045,1000
513,0.042,1000
514,0.040,1000
515,0.022,1000
516,0.037,1000
517,0.041,1000
518,0.533,1000
519,0.040,1000
520,0.019,1000
521,0.042,1000
LOST (Timeout),,
523,0.043,1000
LOST (Timeout),,
525,0.020,1000
526,0.043,1000
527,0.040,1000
528,0.035,1000
LOST (Timeout),,
530,0.020,1000
531,0.042,1000
532,0.038,1000
533,0.040,1000
LOST (Timeout),,
535,0.022,1000
536,0.042,1000
LOST (Timeout),,
538,0.040,1000
539,0.043,1000
540,0.023,1000
LOST (Timeout),,
542,0.039,1000
LOST (Timeout),,
544,0.041,1000
LOST (Timeout),,
546,0.036,1000
547,0.042,1000
548,0.034,1000
549,0.038,1000
550,0.038,1000
551,0.036,1000
LOST (Timeout),,
553,0.041,1000
LOST (Timeout),,
555,0.039,1000
556,0.038,1000
557,0.041,1000
LOST (Timeout),,
LOST (Timeout),,
560,0.041,1000
LOST (Timeout),,
562,0.040,1000
563,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
566,0.042,1000
567,0.039,1000
568,0.035,1000
569,0.038,1000
570,0.019,1000
571,0.038,1000
572,0.066,1000
573,0.020,1000
574,0.037,1000
575,0.038,1000
576,0.036,1000
LOST (Timeout),,
578,0.037,1000
LOST (Timeout),,
580,0.038,1000
581,0.035,1000
582,0.042,1000
583,0.056,1000
584,0.038,1000
LOST (Timeout),,
586,0.039,1000
587,0.045,1000
588,0.019,1000
LOST (Timeout),,
590,0.039,1000
591,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
594,0.040,1000
595,0.021,1000
LOST (Timeout),,
597,0.024,1000
598,0.039,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
602,0.039,1000
LOST (Timeout),,
604,0.041,1000
605,0.037,1000
LOST (Timeout),,
LOST (Timeout),,
608,0.024,1000
609,0.023,1000
LOST (Timeout),,
611,0.036,1000
612,0.036,1000
LOST (Timeout),,
614,0.036,1000
615,0.033,1000
LOST (Timeout),,
LOST (Timeout),,
618,0.020,1000
619,0.035,1000
620,0.035,1000
621,0.036,1000
622,0.042,1000
623,0.043,1000
LOST (Timeout),,
LOST (Timeout),,
626,0.037,1000
627,0.042,1000
628,0.036,1000
629,0.045,1000
LOST (Timeout),,
631,0.036,1000
632,0.047,1000
633,0.038,1000
634,0.038,1000
635,0.036,1000
LOST (Timeout),,
LOST (Timeout),,
638,0.045,1000
639,0.036,1000
640,0.036,1000
641,0.037,1000
642,0.053,1000
643,0.043,1000
644,0.037,1000
LOST (Timeout),,
646,0.038,1000
647,0.045,1000
648,0.041,1000
649,0.035,1000
650,0.034,1000
651,0.037,1000
LOST (Timeout),,
LOST (Timeout),,
654,0.037,1000
LOST (Timeout),,
LOST (Timeout),,
657,0.041,1000
658,0.038,1000
659,0.035,1000
660,0.033,1000
661,0.035,1000
662,0.042,1000
LOST (Timeout),,
664,0.035,1000
665,0.034,1000
666,0.036,1000
667,0.049,1000
668,0.038,1000
669,0.037,1000
670,0.032,1000
LOST (Timeout),,
LOST (Timeout),,
673,0.037,1000
LOST (Timeout),,
675,0.036,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
679,0.034,1000
680,0.034,1000
681,0.037,1000
682,0.044,1000
683,0.020,1000
LOST (Timeout),,
685,0.042,1000
686,0.032,1000
687,0.041,1000
688,0.035,1000
689,0.034,1000
690,0.038,1000
691,0.035,1000
LOST (Timeout),,
693,0.040,1000
694,0.042,1000
695,0.017,1000
696,0.041,1000
697,0.043,1000
698,0.035,1000
699,0.038,1000
700,0.038,1000
LOST (Timeout),,
702,0.040,1000
703,0.054,1000
704,0.033,1000
705,0.042,1000
706,0.026,1000
707,0.041,1000
708,0.016,1000
709,0.036,1000
710,0.019,1000
711,0.041,1000
712,0.562,1000
713,0.023,1000
714,0.019,1000
715,0.032,1000
716,0.066,1000
717,0.039,1000
718,0.036,1000
719,0.026,1000
720,0.040,1000
721,0.021,1000
722,0.041,1000
723,0.037,1000
724,0.036,1000
725,0.041,1000
726,0.038,1000
727,0.036,1000
728,0.017,1000
729,0.049,1000
LOST (Timeout),,
731,0.042,1000
732,0.042,1000
733,0.024,1000
734,0.038,1000
LOST (Timeout),,
LOST (Timeout),,
737,0.054,1000
738,0.034,1000
739,0.038,1000
740,0.022,1000
741,0.041,1000
742,0.041,1000
743,0.037,1000
744,0.040,1000
745,0.509,1000
746,0.027,1000
LOST (Timeout),,
748,0.035,1000
749,0.039,1000
750,0.039,1000
751,0.041,1000
752,0.039,1000
753,0.021,1000
754,0.038,1000
755,0.039,1000
LOST (Timeout),,
757,0.024,1000
758,0.049,1000
LOST (Timeout),,
760,0.039,1000
761,0.039,1000
762,0.038,1000
LOST (Timeout),,
764,0.044,1000
765,0.039,1000
766,0.029,1000
LOST (Timeout),,
768,0.034,1000
769,0.037,1000
770,0.039,1000
771,0.049,1000
LOST (Timeout),,
773,0.035,1000
774,0.036,1000
775,0.034,1000
776,0.036,1000
LOST (Timeout),,
778,0.035,1000
779,0.033,1000
780,0.039,1000
781,0.042,1000
LOST (Timeout),,
783,0.046,1000
784,0.043,1000
785,0.039,1000
786,0.039,1000
787,0.064,1000
788,0.039,1000
789,0.023,1000
790,0.035,1000
791,0.059,1000
792,0.040,1000
793,0.039,1000
794,0.034,1000
795,0.040,1000
LOST (Timeout),,
797,0.039,1000
798,0.019,1000
799,0.023,1000
LOST (Timeout),,
801,0.042,1000
LOST (Timeout),,
803,0.042,1000
804,0.038,1000
805,0.039,1000
806,0.041,1000
807,0.041,1000
LOST (Timeout),,
809,0.025,1000
810,0.039,1000
811,0.042,1000
812,0.043,1000
813,0.037,1000
814,0.042,1000
LOST (Timeout),,
816,0.056,1000
817,0.024,1000
818,0.036,1000
819,0.017,1000
LOST (Timeout),,
821,0.035,1000
822,0.044,1000
LOST (Timeout),,
824,0.039,1000
825,0.039,1000
LOST (Timeout),,
827,0.024,1000
LOST (Timeout),,
829,0.023,1000
830,0.044,1000
831,0.039,1000
832,0.023,1000
833,0.039,1000
834,0.046,1000
835,0.041,1000
836,0.042,1000
837,0.063,1000
838,0.037,1000
LOST (Timeout),,
840,0.039,1000
841,0.039,1000
842,0.041,1000
843,0.022,1000
844,0.038,1000
845,0.036,1000
846,0.034,1000
847,0.040,1000
848,0.078,1000
849,0.021,1000
850,0.051,1000
851,0.041,1000
LOST (Timeout),,
853,0.024,1000
LOST (Timeout),,
855,0.034,1000
856,0.036,1000
857,0.042,1000
858,0.035,1000
859,0.026,1000
860,0.032,1000
861,0.034,1000
LOST (Timeout),,
863,0.042,1000
864,0.031,1000
865,0.017,1000
866,0.035,1000
867,0.054,1000
868,0.037,1000
869,0.025,1000
870,0.034,1000
871,0.031,1000
872,0.029,1000
873,0.039,1000
874,0.036,1000
875,0.073,1000
876,0.038,1000
877,0.046,1000
878,0.035,1000
879,0.017,1000
880,0.025,1000
881,0.038,1000
882,0.038,1000
883,0.040,1000
884,0.039,1000
885,0.033,1000
886,0.041,1000
887,0.043,1000
LOST (Timeout),,
889,0.034,1000
890,0.032,1000
891,0.020,1000
892,0.053,1000
893,0.036,1000
894,0.040,1000
LOST (Timeout),,
896,0.041,1000
897,0.038,1000
898,0.036,1000
899,0.020,1000
LOST (Timeout),,
901,0.037,1000
902,0.043,1000
LOST (Timeout),,
904,0.036,1000
LOST (Timeout),,
906,0.038,1000
907,0.040,1000
908,0.034,1000
909,0.033,1000
910,0.035,1000
LOST (Timeout),,
912,0.040,1000
913,0.039,1000
914,0.041,1000
915,0.024,1000
916,0.042,1000
917,0.040,1000
918,0.019,1000
919,0.038,1000
920,0.023,1000
LOST (Timeout),,
922,0.043,1000
923,0.041,1000
924,0.039,1000
925,0.041,1000
926,0.042,1000
927,0.038,1000
LOST (Timeout),,
929,0.046,1000
930,0.045,1000
LOST (Timeout),,
932,0.041,1000
LOST (Timeout),,
934,0.036,1000
935,0.036,1000
LOST (Timeout),,
937,0.041,1000
938,0.033,1000
939,0.032,1000
940,0.032,1000
941,0.041,1000
942,0.041,1000
943,0.043,1000
944,0.035,1000
945,0.034,1000
946,0.036,1000
947,0.044,1000
948,0.035,1000
949,0.037,1000
950,0.033,1000
951,0.039,1000
952,0.044,1000
953,0.040,1000
954,0.036,1000
955,0.023,1000
956,0.035,1000
957,0.044,1000
958,0.036,1000
959,0.034,1000
960,0.015,1000
961,0.040,1000
962,0.042,1000
963,0.047,1000
964,0.035,1000
965,0.034,1000
LOST (Timeout),,
967,0.043,1000
968,0.032,1000
969,0.040,1000
970,0.044,1000
971,0.041,1000
LOST (Timeout),,
973,0.039,1000
974,0.042,1000
975,0.038,1000
976,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
LOST (Timeout),,
980,0.039,1000
981,0.042,1000
982,0.024,1000
983,0.038,1000
LOST (Timeout),,
985,0.039,1000
986,0.037,1000
987,0.038,1000
988,0.038,1000
989,0.039,1000
990,0.050,1000
LOST (Timeout),,
992,0.041,1000
993,0.035,1000
994,0.034,1000
995,0.015,1000
LOST (Timeout),,
997,0.041,1000
998,0.039,1000
999,0.024,1000
1000,0.042,1000
1001,0.039,1000
1002,0.038,1000
1003,0.040,1000
LOST (Timeout),,
1005,0.044,1000
LOST (Timeout),,
1007,0.041,1000
1008,0.037,1000
LOST (Timeout),,
1010,0.052,1000
1011,0.043,1000
1012,0.042,1000
1013,0.023,1000
1014,0.039,1000
1015,0.038,1000
1016,0.044,1000
1017,0.038,1000
1018,0.044,1000
1019,0.042,1000
LOST (Timeout),,
1021,0.025,1000
LOST (Timeout),,
LOST (Timeout),,
1024,0.022,1000
1025,0.040,1000
1026,0.040,1000
1027,0.026,1000
1028,0.039,1000
LOST (Timeout),,
1030,0.038,1000
LOST (Timeout),,
1032,0.047,1000
1033,0.035,1000
1034,0.035,1000
1035,0.033,1000
1036,0.036,1000
1037,0.041,1000
1038,0.037,1000
1039,0.038,1000
1040,0.040,1000
1041,0.039,1000
1042,0.052,1000
1043,0.038,1000
1044,0.035,1000
1045,0.037,1000
1046,0.022,1000
1047,0.039,1000
1048,0.041,1000
LOST (Timeout),,
LOST (Timeout),,
1051,0.043,1000
1052,0.041,1000
1053,0.038,1000
1054,0.038,1000
1055,0.050,1000
1056,0.026,1000
1057,0.041,1000
1058,0.020,1000
1059,0.024,1000
1060,0.042,1000
1061,0.046,1000
1062,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
1065,0.038,1000
1066,0.038,1000
LOST (Timeout),,
1068,0.038,1000
LOST (Timeout),,
1070,0.038,1000
1071,0.038,1000
1072,0.022,1000
1073,0.041,1000
1074,0.032,1000
1075,0.023,1000
1076,0.041,1000
1077,0.024,1000
1078,0.019,1000
1079,0.040,1000
LOST (Timeout),,
LOST (Timeout),,
1082,0.038,1000
1083,0.039,1000
1084,0.036,1000
1085,0.039,1000
1086,0.037,1000
1087,0.033,1000
1088,0.569,1000
1089,0.036,1000
1090,0.038,1000
1091,0.038,1000
LOST (Timeout),,
1093,0.021,1000
1094,0.039,1000
1095,0.038,1000
1096,0.036,1000
1097,0.054,1000
1098,0.031,1000
LOST (Timeout),,
LOST (Timeout),,
1101,0.035,1000
1102,0.039,1000
1103,0.024,1000
1104,0.019,1000
1105,0.036,1000
1106,0.039,1000
1107,0.039,1000
1108,0.037,1000
LOST (Timeout),,
1110,0.035,1000
LOST (Timeout),,
1112,0.035,1000
1113,0.711,1000
LOST (Timeout),,
1115,0.034,1000
1116,0.039,1000
1117,0.040,1000
LOST (Timeout),,
1119,0.037,1000
1120,0.034,1000
1121,0.036,1000
1122,0.038,1000
LOST (Timeout),,
1124,0.035,1000
1125,0.020,1000
1126,0.039,1000
1127,0.038,1000
1128,0.036,1000
1129,0.027,1000
1130,0.039,1000
1131,0.037,1000
1132,0.038,1000
1133,0.039,1000
1134,0.037,1000
1135,0.039,1000
1136,0.038,1000
1137,0.038,1000
1138,0.037,1000
LOST (Timeout),,
1140,0.037,1000
1141,0.036,1000
1142,0.043,1000
1143,0.059,1000
1144,0.032,1000
1145,0.034,1000
1146,0.049,1000
1147,0.041,1000
1148,0.032,1000
1149,0.036,1000
LOST (Timeout),,
1151,0.037,1000
1152,0.033,1000
1153,0.020,1000
1154,0.039,1000
1155,0.050,1000
1156,0.038,1000
1157,0.040,1000
1158,0.037,1000
1159,0.036,1000
1160,0.041,1000
1161,0.039,1000
1162,0.035,1000
LOST (Timeout),,
1164,0.040,1000
LOST (Timeout),,
1166,0.058,1000
1167,0.037,1000
1168,0.049,1000
1169,0.035,1000
LOST (Timeout),,
1171,0.037,1000
1172,0.036,1000
LOST (Timeout),,
1174,0.021,1000
1175,0.033,1000
1176,0.048,1000
1177,0.035,1000
1178,0.036,1000
1179,0.035,1000
1180,0.037,1000
1181,0.043,1000
LOST (Timeout),,
LOST (Timeout),,
1184,0.046,1000
1185,0.044,1000
LOST (Timeout),,
1187,0.041,1000
1188,0.032,1000
LOST (Timeout),,
1190,0.033,1000
1191,0.035,1000
1192,0.024,1000
1193,0.043,1000
1194,0.042,1000
LOST (Timeout),,
1196,0.048,1000
1197,0.081,1000
LOST (Timeout),,
1199,0.039,1000
1200,0.035,1000